ID_UC_G0,city,country,lat,lon,min_lon,min_lat,max_lon,max_lat
9801,﻿Zibo,﻿China,36.71398109626525,117.99561986039818,117.80571801335732,36.45997660503923,118.13509002657054,36.91728284033294
9823,﻿Jiamusi,﻿China,46.80205262175976,130.36968035846436,130.1778910950537,46.74998851511273,130.49229855941704,46.852612715361886
9843,﻿Nanning,﻿China,22.82547692660779,108.30538907361098,108.18799985978116,22.74611041249894,108.40836339004842,22.921326033106066
9845,﻿Yingkou,﻿China,40.67306189066603,122.24889380718683,122.16448710848792,40.623756185833145,122.32576230805327,40.73151830220779
9860,﻿Gyanpur,﻿India,25.312060395766714,82.4104414534133,82.20186369230784,25.207275041466595,82.69382578396026,25.43421929088161
9879,﻿Fushun,﻿China,41.87071187600498,123.86618855484492,123.67798161582054,41.812784794845946,124.00443277197873,41.92128320150934
9880,﻿Madurai,﻿India,9.92015890933718,78.11271967274853,78.00756817724687,9.836974723235453,78.20675628606735,9.99966364897095
9899,﻿Liaoyang,﻿China,41.24508360691776,123.18351622099786,123.10476515376507,41.18123373406262,123.26601739157024,41.30736040909494
9908,﻿Jaunpur,﻿India,25.75728454981382,82.67824441561459,82.60782674598018,25.711816359473875,82.72881502018593,25.821240147355937
9909,﻿Bozhou,﻿China,33.85697139868168,115.7737103921629,115.70559929222118,33.78872796538795,115.84299323921702,33.91891666594737
9921,﻿Jilin City,﻿China,43.851874820795054,126.55351837906686,126.46994875540977,43.7765879315476,126.64106707130766,43.932150543134725
9934,﻿Mirzapur,﻿India,25.145782341557606,82.57326789546939,82.47091564936399,25.08966357561774,82.6513188152189,25.215677509307056
9939,﻿Liuzhou,﻿China,24.31439508761195,109.38807142129907,109.28293379926698,24.225681820537552,109.4849237752494,24.41841356738368
9968,﻿Gorakhpur,﻿India,26.762569833013476,83.38737936867979,83.31128208021592,26.698030512586758,83.45724136316025,26.84159317221488
9978,﻿Tiruchirappalli,﻿India,10.791658737333846,78.71608129007042,78.62004406918948,10.699587858239209,78.83540247790695,10.870591925956752
9981,﻿Tengzhou,﻿China,35.08190745218158,117.16158153350955,117.04841417008276,34.99805818776806,117.26133661427141,35.146418802913864
9984,﻿Azamgarh,﻿India,26.067038626938118,83.18257131645952,83.11637977044839,26.00650644403739,83.25174483365483,26.12446089886137
9996,﻿Durg,﻿India,21.20564005363072,81.37036549837526,81.24981698730609,21.139693143663578,81.53305003934844,21.264299799013603
10006,﻿Vellore,﻿India,12.932526387233361,79.13812184125133,79.06629671876836,12.860407283746085,79.23649298569114,12.999255859478673
10008,﻿Varanasi,﻿India,25.30842235900667,83.0207921054927,82.89201108832954,25.1820689590925,83.20002474473738,25.451036414434718
10023,﻿Guilin,﻿China,25.270865476586764,110.261556921597,110.12981092322445,25.198872793880014,110.34698394028888,25.383773264444034
10025,﻿Benxi,﻿China,41.29146444917125,123.7503796742472,123.66476553725586,41.244285698893115,123.83745462334927,41.33439940676809
10027,﻿Yiyang,﻿China,28.59030824081419,112.32414207535109,112.21685660360144,28.527389119423344,112.41057387180838,28.637865058066456
10029,﻿Xiaogan,﻿China,30.93704752548174,113.92993238813132,113.85685995938552,30.89124323057981,114.02318935861226,30.985558225507777
10053,﻿Hanchuan,﻿China,30.645033207896017,113.83677012691423,113.71611342621804,30.582820536199872,113.95566044912349,30.702718372266034
